Character,Dialogue,Season,Episode
KIRK,"My mother is allergic to Lulu. The minute Lulu comes in the room, my mother will cough and choke and turn red. Her throat closes up, everything gets puffy. Lulu's tried everything. She changed her soap, her perfume, shampoo, cream rinse, deodorant. She's actually kind of a mess right now. But nothing seems to work.",5,17
LUKE,Kirk -,5,17
KIRK,"Obviously I can't have Mother choking three times a week, so I considered constructing a separate entrance to my room, so that Lulu won't actually have to walk through the house, but that's going to cost about forty thousand dollars, 'cause I'd have to break through a bearing wall, and -",5,17
LUKE,"Kirk, stop! This is ridiculous. You're a grown man. You have got to change your living situation.",5,17
KIRK,My mother won't move out. I've asked.,5,17
LUKE,I'm not talking about your mother. I'm talking about you.,5,17
KIRK,Me?,5,17
LUKE,"Yes, you. Get a life. Get some in dependence. Get out of there.",5,17
KIRK,But -,5,17
LUKE,You want to have a real relationship with Lulu?,5,17
KIRK,Yes.,5,17
LUKE,Then grow up. Be a man.,5,17
KIRK,"I'm not sure I understand what you're saying to me. LUKE : Well, Kirk, I have given you the Lincoln logs, and you have to build the cabin. Lock the door behind you.",5,17
KIRK,"You're not talking about a real cabin, are you? 'Cause if a new entrance is going to cost forty grand, then a cabin has got to be more. LUKE : Good night, Kirk! ELDER GILMORE'S HOUSE",5,17
RICHARD,"Emily! They're here! Hurry, please!",5,17
RICHARD,My goodness! The bag is bigger than you are.,5,17
RORY,I brought you some recent issues of the Yale Daily News. We've been doing some really good articles lately.,5,17
RICHARD,"And some w ith a by-line I might be familiar with, I hope?",5,17
RORY,"I believe that, yes, you'll find some highlighted sections in your hymnals.",5,17
RICHARD,"Then hand the bag over, my dear.",5,17
RORY,'Kay.,5,17
EMILY,Sorry to keep everybody waiting.,5,17
RICHARD,"Uh, luckily we had plenty to read.",5,17
EMILY,"Hello, Rory.",5,17
RORY,"Hello, Grandma.",5,17
EMILY,"Let's go in the living room, shall we?",5,17
RICHARD,Excellent idea.,5,17
OLYMPIA,"Pardon me, Mrs. Gilmore. Shall I put the salads out now, ma'am?",5,17
EMILY,"We haven't had drinks yet, Olympia.",5,17
OLYMPIA,"Yes, ma'am.",5,17
EMILY,"I wrote it all down on the refrigerator pad for you, Olympia.",5,17
RORY,Is someone else coming for dinner?,5,17
RICHARD,Someone else? No. It's just going to be us.,5,17
RORY,"Us, meaning just the three of us here, right? I mean, you know Mom's not coming.",5,17
RICHARD,"Oh. Well, actually -",5,17
EMILY,"Of course we knew your mother's not coming. The maid made a mistake. Olympia, it was three for dinner, not four. Well, she's fired. Clear that place at once, please. Richard, take Rory in the living room. I'll just do it myself.",5,17
RICHARD,All right. ELDER GILMORE'S HOUSE,5,17
EMILY,"Now, I had Olympia write out the reheating instructions for the goose. And they work. I had her test it during dessert.",5,17
RORY,"Thank you, Grandma.",5,17
EMILY,I also put some Perry and David fruit in there.,5,17
RICHARD,"Oh, you can eat the pears with a spoon.",5,17
RORY,"I'll rememb er that. Bye, Grandpa. Bye, Grandma.",5,17
RICHARD,"Bye, bye.",5,17
EMILY,"Bye, Rory.",5,17
RICHARD,"Well, that was a pleasant evening.",5,17
EMILY,Really? What dinner were you at?,5,17
RICHARD,"Well, we weren't exactly sure she was coming, Emily.",5,17
EMILY,I was sure. I don't understand it. Why wasn't she here?,5,17
RICHARD,"Well, I'm guessing she had something to do.",5,17
EMILY,"Something to do? What does that mean, something to do?",5,17
RICHARD,"It means she had a previous engagement or meeting. A dinner, perhaps.",5,17
EMILY,"I know what something to do means, Richard.",5,17
RICHARD,"My apologies, Emily.",5,17
EMILY,It doesn't make any sense at all. I went down there. I arranged the whole thing. She got her filthy diner owner back. What is the problem?,5,17
RICHARD,I don't know! Lorelai is as much of a mystery to me as she is to you.,5,17
EMILY,I made a whole goose for three people. Wasteful. RICHARD : Do you think it's possible that they didn't get back together?,5,17
EMILY,What?,5,17
RICHARD,Perhaps it didn't happen. Maybe he didn't understand what you were telling him to do.,5,17
EMILY,"How could he not understand? I spelled it out for him, step by step. I spoke clearly and slowly. There is no way he didn't understand what I was telling him to do.",5,17
RICHARD,"All right. Then perhaps he understood, but he simply didn't do it? He's not the most take- charge sort of fellow, you know. He never did follow through on my advice to franchise his diner.",5,17
EMILY,"Oh, my God, you're right. He didn't do it. He didn't go to her like I specifically told him to.",5,17
RICHARD,So it would seem.,5,17
EMILY,What an imbecile that man is!,5,17
RICHARD,"Well, you gave it your best effort. No one can say you didn't.",5,17
EMILY,I just don't believe it.,5,17
RICHARD,"Don't worry, Emily. I'm sure she'll come around eventually. And then, at least, we won't have to deal with them as a couple. Here, let me freshen up your drink. CLOTHING SHOP",5,17
RORY,If I still want that sweater in twenty minutes I'm coming back to get it.,5,17
LORELAI,"Okay, wait. What is wrong with this picture?",5,17
RORY,Huh?,5,17
LORELAI,"You - look at you. An armful of bags and a potential twenty-minute sweater on the way, and look at me. Completely bagless.",5,17
RORY,"Relax, the day's still young.",5,17
LORELAI,There are no more clothes out there for me. The Lorelai look is over. I wish someone had told me.,5,17
RORY,That would've helped.,5,17
LORELAI,"Oh, see? That's what I want. Hey, come on. Let's follow her.",5,17
RORY,I'm not following that girl.,5,17
LORELAI,"But she knows where my stores are and she looks about my size, so if she happens to have an aneurysm between now and tomorrow night - what?",5,17
LORELAI,My God. Is that Logan? It is Logan. I can't believe it. What a jerk.,5,17
RORY,"Mom, it's okay.",5,17
LORELAI,"No, it's not okay! He's sitting over there with a girl and - oh, no you don't. Get me a rock.",5,17
RORY,Mom -,5,17
LORELAI,I am beaning him with a rock!,5,17
RORY,"Mom! Stop, it's fine!",5,17
LORELAI,"How is it fine? I'm sorry, aren't you still seeing him?",5,17
RORY,"Well, yeah.",5,17
LORELAI,"Okay, so if you're still seeing him and he's over there seeing her, how is that okay?",5,17
RORY,Because. We're keeping things casual.,5,17
LORELAI,Casual?,5,17
RORY,"We see each other, we see other people, and that's him over there, seeing other people. So it's fine.",5,17
LORELAI,Oh.,5,17
RORY,We both agreed.,5,17
LORELAI,"Okay. You both agreed, then, okay. But, aren't you guys sleeping together?",5,17
RORY,"Mom. It's college. LORELAI : Oh, right. It's college.",5,17
RORY,"We're both busy. We have class, we have friends. You know, it's good to just keep things cas, have fun. That's it.",5,17
LORELAI,"Fun. Sure. I get it. Friends with benefits. No problem, I watch Oprah. Okay, so. Are you sure you're cool with this?",5,17
RORY,I'm completely cool with this.,5,17
LORELAI,"'Kay. 'Cause it just really bothers - RORY : Mom, look over there! I think the Lorelai look is back, and it's in velvet! DRAGONFLY INN",5,17
LORELAI,"So, Hal, what do you think? Living room, reception area might be a nice place to start.",5,17
HAL,I really need to sh**t the exteriors first. We're about to lose the light.,5,17
LORELAI,"Oh, great idea. Well, let me tell you, we are very proud of our exteriors. Why don't I get Michel to show you outside and help you set up?",5,17
HAL,"Okay. MICHEL : No, no. This is unacceptable. Put your supervisor on the phone. Now, now, right now!",5,17
LORELAI,"Hey, everything okay, Michel?",5,17
MICHEL,"Yes, everything is fine. Lots of sunshine. I'll be right with you. I insist you do something about this before I go out and find a stick and make it pointy and come and find your cubicle and poke you very hard! LORELAI : Hey, tell you what. Why don't I just show you outside myself?",5,17
HAL,Okay.,5,17
MICHEL,"Sure, I'll hold. YALE NEWSPAPER OFFICE",5,17
LOGAN,"Now, that's a look of great determination.",5,17
RORY,"Yes, I'm determined to finish this piece before my caffeine buzz wears off and I have about thirty seconds left.",5,17
LOGAN,So.,5,17
RORY,So.,5,17
LOGAN,Did I see you on State Street with...,5,17
RORY,Yeah.,5,17
LOGAN,Right. So you saw me on State Street with...,5,17
RORY,Yep.,5,17
LOGAN,So.,5,17
RORY,So.,5,17
LOGAN,Are we still good?,5,17
RORY,Absolutely.,5,17
LOGAN,Really?,5,17
RORY,"Logan, we both agreed. No strings attached. Remember?",5,17
LOGAN,I rememb er. I was just checking to see how well you remember.,5,17
RORY,I rememb er perfectly.,5,17
LOGAN,"Okay, that's good to hear. So -",5,17
RORY,"Oh, we're not going to do the 'so' thing again, are we?",5,17
LOGAN,"No, promise. No more so's. Would you take an 'um'?",5,17
RORY,Depends. Where's it leading?,5,17
LOGAN,"Um, are you busy, or do you feel like grabbing a cup of coffee?",5,17
RORY,"Why, do you have a master key to a Starbuck's or something?",5,17
LOGAN,"Nah, just thought we'd walk in and pay.",5,17
RORY,"Wow. Old school. Sure, let's go.",5,17
LOGAN,"Okay, let's go. DRAGONFLY INN",5,17
LORELAI,"Yeah, there. Right there. How's it looking, Hal?",5,17
HAL,I think we're good with the flowers. Let's start clearing everyone out of there.,5,17
SOOKIE,How's it going?,5,17
LORELAI,I think we're getting ready to sh**t. What are you doing?,5,17
SOOKIE,"Well, just in case he doesn't have time to do the shot of the kitchen, people will get to see the food.",5,17
LORELAI,"You're insane. Okay, we're ready!",5,17
MICHEL,"Okay, try something else! I don't care, just stop it! Block it with your body! Tien an Men Square! Be a hero!",5,17
LORELAI,"Uh, Michel, what's wrong?",5,17
MICHEL,I will tell you what's wrong. Ned the bellman is wrong. He's useless! I gave him specific instructions and he ignored them!,5,17
LORELAI,What the hell is that?,5,17
MICHEL,"No, no, no! Do not drive that here! It was not supposed to arrive for two more days.",5,17
LORELAI,"Seriously, what is that?",5,17
MICHEL,My ‘over one hundred thousand dollar in cash and prizes'.,5,17
LORELAI,That's what you won?,5,17
MICHEL,"That, and many boxes of some sort of instant rice dish that I have yet to feel the need to sample.",5,17
MAN,Are you Michel Girard?,5,17
MICHEL,Yes.,5,17
MAN,"Well, Michel Gerard, I am pleased to present you with your motor home. Step on inside and I'll show you how everything works.",5,17
MICHEL,I don't want to know how it works. I don't want it here at all.,5,17
LORELAI,"Michel, I don't understand.",5,17
MICHEL,"After I won this monstrosity, I told them I did not want it. I wanted the cash. But they said they would only give me half of what it was worth!",5,17
SOOKIE,"Yeah! Jackson's cousin won a washer and dryer on the twenty five thousand dollar Pyramid, but he decided to take half the cash value ‘cause he likes to go to the Laundromat to pick up women.",5,17
MICHEL,"Well, I am not Jackson's cousin. I have all of my chromosomes, and I don't want half of the cash value. I want the entire hundred thousand dollars that was flashing under my face.",5,17
MAN,Excuse me. Do you want to know how to use it or not? ‘Cause the leveling can be a little tricky.,5,17
MICHEL,"No, I do not want to know how to use it!",5,17
MAN,Okay. Enjoy your day.,5,17
MICHEL,Drop dead and we'll discuss it. They told me I had a week before they were delivering it. I put an ad online and I was going to sell it. And then I get a call that it is coming and it has not been a week!,5,17
LORELAI,"Oh, wait, sir? Could I, uh, pay you to just take this away for an hour? You know, drive it around, show it the sights?",5,17
MAN,"Sorry. Once we deliver the keys, it's out of our hands.",5,17
HAL,"Uh, Lorelai?",5,17
LORELAI,"Taking care of it, Hal.",5,17
HAL,"By the time al l this dust clears, I'm afraid we'll have lost the light anyway.",5,17
LORELAI,"No, no, we're not losing the light. We'll keep the light, lose the dust. Sookie, get the dustbusters? Michel, move this thing.",5,17
SOOKIE,Squawk at the roast?,5,17
LORELAI,Michel!,5,17
MICHEL,I don't know how it works!,5,17
LORELAI,Figure it out!,5,17
MICHEL,You figure it out! It's like the space shuttle in here.,5,17
HAL,Okay. We're done here.,5,17
LORELAI,What? No!,5,17
HAL,It's too late. I can take some in terior sh*ts just for the hell of it.,5,17
LORELAI,"Oh, sure. Sookie, why don't you show him the kitchen?",5,17
SOOKIE,Really? Great. Follow me.,5,17
LORELAI,"You know, I can't believe it. I can't believe you had your motor home delivered here, to the inn, today!",5,17
MICHEL,I was supposed to have a week!,5,17
LORELAI,"You know, Michel, I know the world revolves around you and we all have to understand that, but this was important.",5,17
MICHEL,I didn't think it was coming today.,5,17
LORELAI,"You didn't think, period. You know, I don't always expect you to be a great help around here, but how about not being a super colossal hindrance to us all, okay! YALE DINING HALL",5,17
ROBERT,Business or pleasure?,5,17
ROBERT,Social Origins of Dictatorship,5,17
ANDDEMOCRACY,Lord and peasant and the making of the modern world. Oh. Pleasure.,5,17
RORY,Have you read it?,5,17
ROBERT,I'm waiting for the film to come out.,5,17
RORY,"Yeah, I heard Renee Zellweger is gaining a ton of weight to play the peasant.",5,17
ROBERT,"Listen, I was wondering if you're doing anything tomorrow night.",5,17
RORY,"Oh. Um, I don't know. Why?",5,17
ROBERT,"Well, it's Finn's birthday. He's having a party. Lots of booze, no food whatsoever.",5,17
RORY,"Ah, that Finn.",5,17
ROBERT,I was wondering if you'd like to go.,5,17
RORY,With you?,5,17
ROBERT,"Well, that was the plan, yes.",5,17
RORY,"Oh. Well, um, sure.",5,17
ROBERT,Yes?,5,17
RORY,"Yes. I'd love to. Um, let's celebrate another year of Finn.",5,17
ROBERT,"Excellent. Now, it's themed. Anything Quentin Tarantino is acceptable, and I'll pick you up at your room around nine.",5,17
RORY,Sounds good.,5,17
ROBERT,"Does it? Well, how about that. DRAGONFLY INN – LIVING ROOM",5,17
LORELAI,"Hey, Sookie, have you seen Michel? He was arranging a car to take the Martins to Foxwoods.",5,17
SOOKIE,I think he's showing some people the motor home.,5,17
LORELAI,Now?,5,17
SOOKIE,He asked me if it was okay. I told him it was okay. Is it okay?,5,17
LORELAI,"Yeah, it's okay, but why didn't he just ask me?",5,17
SOOKIE,I think he's a little afraid of you.,5,17
LORELAI,Afraid of me? Of kitten? Was I really that mean?,5,17
SOOKIE,You were upset.,5,17
LORELAI,I was mean.,5,17
SOOKIE,"You know Michel. He likes to dish it out, but he's extremely sensitive if you give it back.",5,17
LORELAI,Yeah. I guess.,5,17
SOOKIE,You can't even tease him. He never wore those red cowboy boots again. LORELAI : I rememb er.,5,17
SOOKIE,I'm sure he'll get over it. You know Michel.,5,17
LORELAI,"Yeah. Hey, could you ask Eddie to get the Martins a car? SOOKIE : You got it. DRAGONFLY INN – OUTSIDE",5,17
MAN,What's the gas mileage like?,5,17
MICHEL,Hmm?,5,17
MAN,The gas mileage?,5,17
MICHEL,It's five thousand pounds of metal on wheels. I'm sure the mileage is fabulous.,5,17
